time_submitted,age,city,applicant_before,"if applicant before, what program",completed that program,highest education,course,degreeCategory,year_graduated,expected year graduated if still ongoing,postgrad year graduated,expected year graduated if postgrad still ongoing,postgrad degree,monthly net income,monthly gross income,employment status(Employed/Unemployed),job position,career industry,year tenure,position in company,unemployment status if unemployed,last employment(year) if unemployed,salary before being unemployed,job position before being unemployed,career industry before being unemployed,year tenure before being unemployed,Microsoft Excel,Microsoft Power BI,Tableau,Matlab,SQL,Python,R,Java,Stats,eViews,SAS,SPSS,Indicate Other Tools & Programming you know,"In one paragraph, why do you deserve the scholarship slot?"
10/17/2021 15:05,36,Davao,No,,No,College grad,Mathematics Education,Education,2011.0,,,,,,,Unemployed,,,1,,,,,,,,4,2,1,1,1,3,2,4,2,5,3,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
08/12/2017 11:35,32,Davao,No,,No,College grad,Mathematics Education,Education,2016.0,,,,,,,Unemployed,,,0,,,,,,,,2,4,2,4,3,5,2,2,4,1,2,1,Microsoft Power BI,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
06/22/2019 18:17,34,Davao,No,,No,Postgrad,Accounting,Business,2016.0,,,2025.0,Masters in Data Science,,,Unemployed,,,1,,,,,,,,4,2,1,1,1,3,5,4,2,5,5,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
08/05/2019 20:22,27,Makati,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2025.0,Masters in Data Science,32329.0,27329.0,Employed,Nurse,Education,2,,,,,,,,3,3,2,5,4,4,1,1,5,3,1,5,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
11/17/2017 09:05,24,Baguio,No,,No,College grad,Medical Technology,Health Sciences,2023.0,,,,,,,Unemployed,,,4,,,,,,,,5,3,2,1,3,1,3,3,5,2,5,3,"Microsoft Power BI, Tableau, SPSS","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
01/07/2025 10:24,35,Bacolod,No,,No,College grad,Mathematics Education,Education,2017.0,,,,,25313.0,20313.0,Employed,Engineer,Health Sciences,4,,,,,,,,3,2,3,4,2,2,3,4,4,3,1,1,Microsoft Excel,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
02/11/2019 01:56,31,Cagayan de Oro,No,,No,College grad,Nursing,Health Sciences,2022.0,,,,,,,Unemployed,,,1,,,,,,,,3,2,4,3,3,2,4,2,2,5,1,4,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/16/2024 04:15,27,Zamboanga,No,,No,Postgrad,Marketing,Business,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,0,,,,,,,,4,2,2,1,2,4,4,3,2,4,5,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
03/01/2018 01:18,22,Baguio,No,,No,College grad,Psychology,Social Sciences,2010.0,,,,,34893.0,29893.0,Employed,Teacher,Social Sciences,5,,,,,,,,4,5,1,2,2,1,5,2,4,5,1,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/20/2024 20:50,25,Quezon City,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2024.0,Masters in Data Science,28513.0,23513.0,Employed,Engineer,Education,0,,,,,,,,1,4,4,5,4,1,5,4,2,1,4,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/08/2017 05:25,25,Cagayan de Oro,No,,No,College grad,Mathematics Education,Education,2019.0,,,,,,,Unemployed,,,3,,,,,,,,4,2,4,5,5,4,1,1,2,1,2,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
11/19/2021 08:00,23,Baguio,No,,No,College grad,Pharmacy,Health Sciences,2023.0,,,,,,,Unemployed,,,4,,,,,,,,1,5,5,3,1,5,3,5,3,4,3,2,"SQL, SQL","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
05/31/2018 12:44,23,Bacolod,No,,No,College grad,Pharmacy,Health Sciences,2014.0,,,,,45772.0,40772.0,Employed,Accountant,Business,3,,,,,,,,3,3,3,4,5,1,5,1,2,1,5,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
09/06/2023 18:37,31,Zamboanga,No,,No,College grad,Sociology,Social Sciences,2013.0,,,,,,,Unemployed,,,2,,,,,,,,5,4,1,5,4,3,4,4,2,1,3,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
10/04/2020 16:33,20,Bacolod,No,,No,College grad,Accounting,Business,2014.0,,,,,27201.0,22201.0,Employed,Nurse,IT,1,,,,,,,,1,2,3,1,2,4,3,2,5,2,3,2,"Python, Tableau, Matlab","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/08/2021 11:29,27,Cebu,No,,No,Postgrad,Mechanical Engineering,Engineering,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,1,,,,,,,,3,3,5,3,2,4,2,5,3,2,2,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
11/30/2024 12:31,20,Baguio,No,,No,College grad,Political Science,Social Sciences,2019.0,,,,,37536.0,32536.0,Employed,Teacher,Engineering,2,,,,,,,,3,2,3,4,5,5,3,5,3,1,2,3,"SQL, SPSS, Tableau",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
04/18/2018 16:28,27,Manila,No,,No,Postgrad,Pharmacy,Health Sciences,2016.0,,,2026.0,Masters in Data Science,33413.0,28413.0,Employed,Accountant,Business,4,,,,,,,,3,2,5,1,3,1,4,4,3,3,5,1,eViews,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/05/2024 11:40,30,Zamboanga,No,,No,College grad,Education,Education,2017.0,,,,,34011.0,29011.0,Employed,Software Developer,Education,2,,,,,,,,2,5,1,1,3,1,5,5,4,4,1,4,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/12/2020 04:22,25,Manila,No,,No,Postgrad,Mechanical Engineering,Engineering,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,1,3,4,3,1,1,3,5,1,1,4,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/02/2022 21:31,38,Bacolod,No,,No,Postgrad,Business Administration,Business,2016.0,,,2026.0,Masters in Data Science,25676.0,20676.0,Employed,Teacher,IT,2,,,,,,,,2,5,4,1,2,2,3,3,4,2,2,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
04/22/2020 19:53,25,Iloilo,No,,No,College grad,Accounting,Business,2012.0,,,,,30515.0,25515.0,Employed,Data Analyst,IT,1,,,,,,,,2,4,3,1,4,5,4,1,1,3,1,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/12/2022 20:25,39,Makati,No,,No,College grad,Business Administration,Business,2021.0,,,,,,,Unemployed,,,1,,,,,,,,2,3,4,3,4,5,1,2,4,1,2,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
09/16/2017 00:57,23,Baguio,No,,No,College grad,Political Science,Social Sciences,2016.0,,,,,39996.0,34996.0,Employed,Engineer,Education,1,,,,,,,,3,5,2,1,1,5,5,4,5,5,2,5,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
11/06/2021 11:03,37,Bacolod,No,,No,College grad,Marketing,Business,2017.0,,,,,,,Unemployed,,,0,,,,,,,,4,2,4,2,3,1,3,2,3,4,4,1,"Microsoft Excel, eViews, R","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
12/22/2018 16:00,29,Bacolod,No,,No,College grad,Nursing,Health Sciences,2010.0,,,,,,,Unemployed,,,1,,,,,,,,2,2,1,2,1,5,4,5,1,2,3,3,"SPSS, SPSS","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
12/23/2022 17:06,40,Cagayan de Oro,No,,No,Postgrad,Accounting,Business,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,3,,,,,,,,1,5,2,4,5,5,4,1,1,5,5,2,SAS,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/27/2024 13:02,39,Cebu,No,,No,College grad,Sociology,Social Sciences,2013.0,,,,,48239.0,43239.0,Employed,Nurse,Health Sciences,3,,,,,,,,1,4,2,3,2,5,2,5,3,1,3,3,Microsoft Excel,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
04/15/2024 05:09,20,Quezon City,No,,No,Postgrad,Information Technology,IT,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,4,4,2,5,3,5,1,5,4,2,1,3,"SQL, Java",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
03/02/2022 16:08,20,Cagayan de Oro,No,,No,College grad,Pharmacy,Health Sciences,2022.0,,,,,,,Unemployed,,,0,,,,,,,,4,1,4,2,3,2,3,1,5,2,4,4,"eViews, Microsoft Power BI, SAS",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/03/2017 17:01,35,Manila,No,,No,Postgrad,Civil Engineering,Engineering,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,1,,,,,,,,1,5,5,1,2,4,5,1,4,2,2,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/11/2017 09:45,32,Makati,No,,No,College grad,Software Engineering,IT,2012.0,,,,,,,Unemployed,,,5,,,,,,,,3,1,2,3,4,2,3,3,2,1,2,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
04/07/2022 05:53,37,Iloilo,No,,No,Postgrad,Marketing,Business,2016.0,,,2027.0,Masters in Data Science,28278.0,23278.0,Employed,Marketing Analyst,Social Sciences,1,,,,,,,,2,4,3,3,5,2,1,4,5,2,1,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/17/2022 06:17,28,Zamboanga,No,,No,College grad,Psychology,Social Sciences,2019.0,,,,,29396.0,24396.0,Employed,Nurse,Social Sciences,5,,,,,,,,3,2,1,4,4,5,1,1,5,3,1,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/03/2018 15:08,26,Baguio,No,,No,Postgrad,Mathematics Education,Education,2016.0,,,2027.0,Masters in Data Science,45068.0,40068.0,Employed,Software Developer,Engineering,0,,,,,,,,3,2,1,4,2,4,5,1,2,5,2,4,"SQL, eViews","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/25/2021 03:20,26,Makati,No,,No,College grad,Mechanical Engineering,Engineering,2023.0,,,,,,,Unemployed,,,5,,,,,,,,1,4,2,1,3,4,5,4,4,4,3,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
04/20/2022 09:12,29,Baguio,No,,No,College grad,Marketing,Business,2015.0,,,,,,,Unemployed,,,3,,,,,,,,1,5,2,1,1,5,4,1,2,4,3,4,SAS,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
11/06/2023 17:33,27,Zamboanga,No,,No,College grad,Business Administration,Business,2022.0,,,,,,,Unemployed,,,2,,,,,,,,3,2,4,1,2,2,3,3,4,1,5,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
10/10/2023 02:54,35,Davao,No,,No,College grad,Information Technology,IT,2011.0,,,,,41569.0,36569.0,Employed,Accountant,Business,1,,,,,,,,4,5,5,5,3,3,3,5,5,4,5,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
02/24/2023 16:05,20,Baguio,No,,No,College grad,Early Childhood Education,Education,2014.0,,,,,48390.0,43390.0,Employed,Data Analyst,Engineering,1,,,,,,,,1,2,1,4,3,2,5,3,5,1,4,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/06/2022 08:07,26,Iloilo,No,,No,College grad,Electrical Engineering,Engineering,2018.0,,,,,46705.0,41705.0,Employed,Engineer,IT,2,,,,,,,,3,4,5,4,4,3,4,4,1,5,4,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
03/03/2024 19:06,39,Baguio,No,,No,College grad,Electrical Engineering,Engineering,2011.0,,,,,28280.0,23280.0,Employed,Engineer,IT,5,,,,,,,,3,1,4,2,1,2,5,5,3,4,3,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/26/2019 17:05,25,Baguio,No,,No,College grad,Education,Education,2019.0,,,,,,,Unemployed,,,3,,,,,,,,3,1,5,4,1,1,1,4,5,2,2,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/17/2022 04:51,40,Zamboanga,No,,No,Postgrad,Early Childhood Education,Education,2016.0,,,2024.0,Masters in Data Science,45937.0,40937.0,Employed,Accountant,Business,0,,,,,,,,4,1,4,3,2,4,4,3,5,2,3,4,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/20/2024 12:33,27,Zamboanga,No,,No,College grad,Medical Technology,Health Sciences,2016.0,,,,,34089.0,29089.0,Employed,Data Analyst,IT,2,,,,,,,,3,3,5,1,5,1,5,3,1,5,5,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/11/2019 01:44,26,Bacolod,No,,No,College grad,Civil Engineering,Engineering,2022.0,,,,,,,Unemployed,,,4,,,,,,,,1,5,5,2,2,2,5,4,4,3,5,2,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/02/2017 13:30,31,Makati,No,,No,College grad,Civil Engineering,Engineering,2017.0,,,,,,,Unemployed,,,1,,,,,,,,5,5,1,1,4,4,2,2,2,5,2,4,"Stats, Tableau","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/22/2019 23:30,37,Bacolod,No,,No,College grad,Computer Science,IT,2019.0,,,,,,,Unemployed,,,5,,,,,,,,2,4,1,1,3,4,3,2,4,4,2,3,"Tableau, Microsoft Excel, eViews",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/09/2021 09:55,35,Bacolod,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2026.0,Masters in Data Science,40546.0,35546.0,Employed,Software Developer,IT,0,,,,,,,,4,3,2,3,2,4,3,5,3,1,3,2,"Matlab, Microsoft Power BI","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/10/2021 13:27,32,Cebu,No,,No,Postgrad,Electrical Engineering,Engineering,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,1,,,,,,,,3,5,2,2,3,5,3,3,5,2,2,5,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
08/10/2023 22:00,36,Manila,No,,No,College grad,Mechanical Engineering,Engineering,2023.0,,,,,,,Unemployed,,,2,,,,,,,,3,3,1,1,4,2,2,4,3,3,2,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/11/2021 01:18,20,Manila,No,,No,College grad,Medical Technology,Health Sciences,2011.0,,,,,,,Unemployed,,,0,,,,,,,,2,3,2,3,5,2,5,3,5,3,5,2,"Java, Tableau",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/06/2021 00:36,27,Cebu,No,,No,College grad,Psychology,Social Sciences,2012.0,,,,,,,Unemployed,,,5,,,,,,,,2,5,2,1,5,3,4,1,3,1,4,4,Tableau,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/09/2021 17:43,28,Quezon City,No,,No,College grad,Sociology,Social Sciences,2016.0,,,,,,,Unemployed,,,1,,,,,,,,2,5,3,4,5,5,1,3,2,2,3,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
12/08/2024 09:33,38,Bacolod,No,,No,College grad,Medical Technology,Health Sciences,2014.0,,,,,27258.0,22258.0,Employed,Software Developer,Engineering,1,,,,,,,,3,5,3,1,1,4,5,4,1,1,4,3,"SAS, Java","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/14/2022 17:36,24,Manila,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,5,4,2,3,5,5,5,1,5,1,3,5,"Microsoft Excel, SQL, SAS","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/17/2020 01:41,30,Baguio,No,,No,College grad,Civil Engineering,Engineering,2013.0,,,,,25315.0,20315.0,Employed,Engineer,IT,2,,,,,,,,4,1,3,3,2,2,2,2,3,5,3,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/15/2019 12:57,40,Cagayan de Oro,No,,No,Postgrad,Marketing,Business,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,4,4,4,3,2,1,3,3,4,1,1,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/21/2021 08:25,37,Cebu,No,,No,College grad,Civil Engineering,Engineering,2023.0,,,,,,,Unemployed,,,2,,,,,,,,2,2,2,2,1,2,4,2,1,2,1,4,Java,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/06/2019 01:58,31,Iloilo,No,,No,College grad,Computer Science,IT,2012.0,,,,,,,Unemployed,,,4,,,,,,,,5,5,4,4,3,4,1,1,3,2,1,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/11/2024 21:58,38,Manila,No,,No,College grad,Business Administration,Business,2021.0,,,,,,,Unemployed,,,5,,,,,,,,3,1,4,2,5,2,5,2,2,1,5,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/26/2021 23:30,34,Quezon City,No,,No,College grad,Accounting,Business,2019.0,,,,,29615.0,24615.0,Employed,Teacher,Social Sciences,0,,,,,,,,4,5,3,4,1,3,5,4,1,1,2,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/22/2018 12:50,22,Cagayan de Oro,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2024.0,Masters in Data Science,33493.0,28493.0,Employed,Marketing Analyst,Social Sciences,0,,,,,,,,5,1,2,1,4,4,3,1,2,1,1,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/04/2019 14:58,21,Makati,No,,No,College grad,Information Technology,IT,2017.0,,,,,,,Unemployed,,,5,,,,,,,,4,3,1,4,5,3,2,3,2,2,4,5,"Tableau, Tableau","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
01/12/2022 14:52,27,Davao,No,,No,Postgrad,Mechanical Engineering,Engineering,2016.0,,,2026.0,Masters in Data Science,32896.0,27896.0,Employed,Data Analyst,Business,1,,,,,,,,5,1,4,1,3,5,3,5,4,2,1,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/18/2020 17:44,29,Quezon City,No,,No,College grad,Computer Science,IT,2018.0,,,,,39712.0,34712.0,Employed,Teacher,Health Sciences,0,,,,,,,,4,3,2,1,1,2,2,2,2,4,3,4,"Java, Stats, SAS","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
03/05/2021 18:47,32,Bacolod,No,,No,College grad,Mechanical Engineering,Engineering,2023.0,,,,,,,Unemployed,,,3,,,,,,,,3,4,2,3,3,1,1,4,3,3,1,3,"Stats, R, SAS","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
09/13/2024 18:21,27,Makati,No,,No,College grad,Software Engineering,IT,2018.0,,,,,,,Unemployed,,,1,,,,,,,,2,2,3,4,5,4,3,2,5,4,2,1,"R, SQL, Microsoft Power BI","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
10/19/2021 10:38,37,Davao,No,,No,College grad,Marketing,Business,2014.0,,,,,49902.0,44902.0,Employed,Data Analyst,Education,4,,,,,,,,5,3,1,4,2,2,3,4,3,2,3,4,"Java, Python",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/02/2024 23:14,20,Bacolod,No,,No,College grad,Business Administration,Business,2016.0,,,,,44856.0,39856.0,Employed,Teacher,Business,0,,,,,,,,5,5,1,3,1,3,2,1,1,3,1,1,"Matlab, Python",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/25/2023 14:11,37,Zamboanga,No,,No,College grad,Nursing,Health Sciences,2018.0,,,,,28645.0,23645.0,Employed,Engineer,Education,5,,,,,,,,5,3,4,5,4,3,1,1,4,4,3,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
06/30/2018 08:37,30,Manila,No,,No,College grad,Electrical Engineering,Engineering,2018.0,,,,,41331.0,36331.0,Employed,Teacher,IT,2,,,,,,,,3,3,2,4,2,5,1,1,5,2,1,4,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
04/08/2021 10:26,28,Bacolod,No,,No,College grad,Civil Engineering,Engineering,2013.0,,,,,39773.0,34773.0,Employed,Nurse,Business,5,,,,,,,,2,1,2,3,5,2,5,1,2,1,3,2,Tableau,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
02/21/2017 10:20,22,Cebu,No,,No,College grad,Psychology,Social Sciences,2022.0,,,,,,,Unemployed,,,0,,,,,,,,2,1,4,4,4,4,3,1,1,1,3,5,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
03/18/2022 05:17,27,Bacolod,No,,No,College grad,Education,Education,2016.0,,,,,41833.0,36833.0,Employed,Engineer,IT,4,,,,,,,,4,2,3,4,5,2,4,5,5,3,3,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
11/25/2023 05:14,22,Iloilo,No,,No,Postgrad,Electrical Engineering,Engineering,2016.0,,,2025.0,Masters in Data Science,30227.0,25227.0,Employed,Nurse,Engineering,1,,,,,,,,4,3,4,4,5,1,5,2,3,2,5,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/07/2019 15:24,40,Cagayan de Oro,No,,No,Postgrad,Information Technology,IT,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,3,,,,,,,,2,4,5,4,4,4,5,2,5,5,2,3,"Python, Microsoft Power BI, SQL","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
02/02/2023 01:16,38,Cebu,No,,No,College grad,Political Science,Social Sciences,2014.0,,,,,48839.0,43839.0,Employed,Accountant,Education,5,,,,,,,,5,2,5,1,2,2,1,3,4,3,5,1,"Stats, Stats","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
05/17/2019 14:01,40,Cebu,No,,No,College grad,Medical Technology,Health Sciences,2019.0,,,,,41417.0,36417.0,Employed,Engineer,IT,0,,,,,,,,1,4,5,4,1,2,3,4,5,4,5,4,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
10/07/2020 13:27,28,Baguio,No,,No,College grad,Sociology,Social Sciences,2017.0,,,,,32817.0,27817.0,Employed,Teacher,Engineering,3,,,,,,,,5,2,4,4,3,3,2,2,3,4,5,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/30/2020 04:59,38,Iloilo,No,,No,College grad,Mechanical Engineering,Engineering,2018.0,,,,,37246.0,32246.0,Employed,Teacher,Education,4,,,,,,,,2,3,5,2,4,1,4,2,5,5,4,3,eViews,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/03/2017 16:06,24,Quezon City,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,2,,,,,,,,3,3,3,1,5,5,4,4,2,1,5,2,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/24/2017 14:52,25,Manila,No,,No,College grad,Electrical Engineering,Engineering,2018.0,,,,,33151.0,28151.0,Employed,Software Developer,Business,5,,,,,,,,3,5,4,5,5,3,2,2,4,1,4,5,"R, Microsoft Excel, Tableau","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/03/2024 12:02,32,Zamboanga,No,,No,College grad,Business Administration,Business,2023.0,,,,,47846.0,42846.0,Employed,Accountant,IT,5,,,,,,,,1,5,5,1,2,5,3,1,5,1,2,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
06/16/2017 08:09,39,Cagayan de Oro,No,,No,College grad,Nursing,Health Sciences,2023.0,,,,,30533.0,25533.0,Employed,Engineer,Business,4,,,,,,,,3,4,2,1,2,3,1,5,4,5,2,5,"Microsoft Excel, Matlab, eViews","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
09/01/2019 17:03,32,Zamboanga,No,,No,College grad,Political Science,Social Sciences,2021.0,,,,,29320.0,24320.0,Employed,Marketing Analyst,Education,1,,,,,,,,2,4,1,4,5,1,3,3,5,4,2,1,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/09/2022 00:17,25,Davao,No,,No,College grad,Information Technology,IT,2012.0,,,,,29323.0,24323.0,Employed,Nurse,Engineering,3,,,,,,,,4,3,2,1,3,3,1,1,5,5,2,1,"Stats, SQL",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
04/14/2017 14:15,38,Davao,No,,No,Postgrad,Business Administration,Business,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,0,,,,,,,,5,5,3,1,2,3,2,2,1,2,1,3,"eViews, eViews, Matlab","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
10/16/2021 08:02,28,Davao,No,,No,College grad,Education,Education,2020.0,,,,,,,Unemployed,,,0,,,,,,,,4,2,2,4,3,3,3,2,1,3,4,4,Microsoft Power BI,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/13/2017 03:02,22,Davao,No,,No,College grad,Early Childhood Education,Education,2017.0,,,,,47316.0,42316.0,Employed,Software Developer,Engineering,0,,,,,,,,2,2,5,3,2,2,1,5,5,2,4,4,"Tableau, SQL","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/06/2020 08:07,26,Iloilo,No,,No,College grad,Education,Education,2017.0,,,,,33642.0,28642.0,Employed,Data Analyst,Business,0,,,,,,,,4,2,5,2,5,1,5,2,1,4,3,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/10/2018 11:07,34,Bacolod,No,,No,College grad,Business Administration,Business,2020.0,,,,,41166.0,36166.0,Employed,Nurse,Business,4,,,,,,,,2,2,3,4,4,4,5,4,2,3,4,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/07/2020 04:06,34,Cagayan de Oro,No,,No,College grad,Accounting,Business,2012.0,,,,,,,Unemployed,,,5,,,,,,,,3,1,4,1,2,3,1,4,1,4,4,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/22/2022 13:55,39,Bacolod,No,,No,College grad,Political Science,Social Sciences,2019.0,,,,,32912.0,27912.0,Employed,Marketing Analyst,Social Sciences,4,,,,,,,,1,1,5,2,1,4,1,2,1,2,3,2,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/12/2022 19:18,40,Makati,No,,No,College grad,Nursing,Health Sciences,2021.0,,,,,40128.0,35128.0,Employed,Marketing Analyst,Business,4,,,,,,,,5,5,5,3,2,2,4,5,4,5,3,5,R,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/20/2017 19:10,26,Baguio,No,,No,College grad,Marketing,Business,2015.0,,,,,,,Unemployed,,,4,,,,,,,,2,4,1,2,1,1,3,2,4,4,4,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
